Ticker,Name,Sector,Weight (%),Market Value,Price
QCRH,QCR HOLDINGS INC,Financials,0.05,"35,943,125.24",84.26
SBH,SALLY BEAUTY HOLDINGS INC,Consumer Discretionary,0.05,"35,813,762.13",14.11
HCSG,HEALTHCARE SERVICES GROUP INC,Industrials,0.05,"35,778,915.50",19.87
DEI,DOUGLAS EMMETT REIT INC,Real Estate,0.05,"35,701,429.50",11.10
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES I,Real Estate,0.05,"35,685,421.60",49.85
APPN,APPIAN CORP CLASS A,Information Technology,0.05,"35,649,729.92",35.66
JJSF,J AND J SNACK FOODS CORP,Consumer Staples,0.05,"35,623,604.72",90.64
NSP,INSPERITY INC,Industrials,0.05,"35,601,452.48",38.72
ARLO,ARLO TECHNOLOGIES INC,Information Technology,0.05,"35,575,514.78",14.11
ARI,APOLLO COMMERCIAL REAL ESTATE FINA,Financials,0.05,"35,532,497.60",9.92
ACVA,ACV AUCTIONS INC CLASS A,Industrials,0.05,"35,339,661.72",8.27
TGLS,TECNOGLASS INC,Industrials,0.05,"35,287,021.20",51.60
ARDX,ARDELYX INC,Health Care,0.05,"35,165,572.02",5.78
PEB,PEBBLEBROOK HOTEL TRUST REIT,Real Estate,0.05,"35,112,257.32",11.48
NVRI,ENVIRI CORP,Industrials,0.05,"34,874,261.04",17.96
EYPT,EYEPOINT INC,Health Care,0.05,"34,791,174.60",18.20
LIF,LIFE360 INC,Information Technology,0.05,"34,748,810.97",66.63
CLMT,CALUMET INC,Energy,0.05,"34,647,973.26",19.78
LADR,LADDER CAPITAL CORP CLASS A,Financials,0.05,"34,578,424.92",11.29
TNC,TENNANT,Industrials,0.05,"34,422,785.28",74.88
JBLU,JETBLUE AIRWAYS CORP,Industrials,0.05,"34,328,729.58",4.53
USLM,UNITED STATES LIME AND MINERALS IN,Materials,0.05,"34,332,721.80",125.06
NVCR,NOVOCURE LTD,Health Care,0.05,"34,244,880.48",13.27
ZYME,ZYMEWORKS INC,Health Care,0.05,"34,052,373.88",26.74
XPEL,XPEL INC,Consumer Discretionary,0.05,"33,994,359.00",53.00
DCO,DUCOMMUN INC,Industrials,0.05,"33,799,619.30",96.10
CRAI,CRA INTERNATIONAL INC,Industrials,0.04,"33,758,373.45",207.85
EFC,ELLINGTON FINANCIAL INC,Financials,0.04,"33,506,666.20",13.79
HG,HAMILTON INSURANCE GROUP LTD CLASS,Financials,0.04,"33,354,285.93",28.11
AAMI,ACADIAN ASSET MANAGEMENT INC,Financials,0.04,"33,275,640.31",48.07
HLF,HERBALIFE LTD,Consumer Staples,0.04,"33,269,313.88",12.76
TNK,TEEKAY TANKERS LTD CLASS A,Energy,0.04,"33,142,220.80",54.40
SILA,SILA RLTY TR INC TRUST,Real Estate,0.04,"33,052,204.71",23.31
CNOB,CONNECTONE BANCORP INC,Financials,0.04,"32,985,263.54",26.69
ATEN,A10 NETWORKS INC,Information Technology,0.04,"32,929,734.10",18.05
UVV,UNIVERSAL CORP,Consumer Staples,0.04,"32,686,372.95",53.13
PZZA,PAPA JOHNS INTERNATIONAL INC,Consumer Discretionary,0.04,"32,653,451.28",39.32
UMH,UMH PROPERTIES INC,Real Estate,0.04,"32,647,966.26",15.99
CNMD,CONMED CORP,Health Care,0.04,"32,648,617.64",41.48
RVLV,REVOLVE GROUP CLASS A INC,Consumer Discretionary,0.04,"32,546,567.15",31.45
MLKN,MILLERKNOLL INC,Industrials,0.04,"32,513,901.00",18.41
WKC,WORLD KINECT CORP,Energy,0.04,"32,507,157.00",23.70
ENVX,ENOVIX CORP,Industrials,0.04,"32,486,071.68",7.62
FLNC,FLUENCE ENERGY INC CLASS A,Industrials,0.04,"32,484,460.11",19.97
BLX,BANCO LATINOAMERICANO DE COMERCIO,Financials,0.04,"32,423,579.44",44.42
LNN,LINDSAY CORP,Industrials,0.04,"32,389,241.50",118.49
VVX,V2X INC,Industrials,0.04,"32,390,030.74",55.67
DCOM,DIME COMMUNITY BANCSHARES INC,Financials,0.04,"32,377,841.07",31.09
AMSC,AMERICAN SUPERCONDUCTOR CORP,Industrials,0.04,"32,361,077.60",29.24
LZ,LEGALZOOM COM INC,Industrials,0.04,"32,325,481.92",10.02
ENR,ENERGIZER HOLDINGS INC,Consumer Staples,0.04,"32,065,529.57",20.21
UTI,UNIVERSAL TECHNICAL INSTITUTE INC,Consumer Discretionary,0.04,"32,072,157.60",27.16
WLY,JOHN WILEY AND SONS INC CLASS A,Communication,0.04,"32,015,276.70",31.02
MNMD,MIND MEDICINE SUBORDINATE VOTING I,Health Care,0.04,"32,015,686.80",13.46
ECPG,ENCORE CAPITAL GROUP INC,Financials,0.04,"31,984,224.32",55.31
LOB,LIVE OAK BANCSHARES INC,Financials,0.04,"31,947,248.53",34.63
CTS,CTS CORP,Information Technology,0.04,"31,937,356.00",44.00
TSHA,TAYSHA GENE THERAPIES INC,Health Care,0.04,"31,710,901.85",5.65
PRLB,PROTO LABS INC,Industrials,0.04,"31,620,401.11",52.31
DOLE,DOLE PLC,Consumer Staples,0.04,"31,564,216.08",14.94
ABR,ARBOR REALTY TRUST REIT INC,Financials,0.04,"31,564,914.57",7.83
TDOC,TELADOC HEALTH INC,Health Care,0.04,"31,511,014.92",6.93
PRG,PROG HOLDINGS INC,Financials,0.04,"31,442,873.76",30.51
PRA,PROASSURANCE CORP,Financials,0.04,"31,338,688.24",24.04
THR,THERMON GROUP HOLDINGS INC,Industrials,0.04,"31,242,254.01",37.49
MCRI,MONARCH CASINO AND RESORT INC,Consumer Discretionary,0.04,"31,196,923.20",97.20
INVA,INNOVIVA INC,Health Care,0.04,"31,185,937.64",19.72
ALGT,ALLEGIANT TRAVEL,Industrials,0.04,"31,159,241.75",84.65
ACT,ENACT HOLDINGS INC,Financials,0.04,"31,065,991.30",40.10
USPH,US PHYSICAL THERAPY INC,Health Care,0.04,"30,958,977.96",81.42
BBNX,BETA BIONICS INC,Health Care,0.04,"30,940,601.82",31.27
XPRO,EXPRO GROUP HOLDINGS NV,Energy,0.04,"30,928,244.64",13.56
SGRY,SURGERY PARTNERS INC,Health Care,0.04,"30,819,789.00",15.75
ASAN,ASANA INC CLASS A,Information Technology,0.04,"30,821,566.56",13.92
FA,FIRST ADVANTAGE CORP,Industrials,0.04,"30,825,256.00",15.35
SRCE,1ST SOURCE CORP,Financials,0.04,"30,606,758.00",63.46
TTI,TETRA TECHNOLOGIES INC,Energy,0.04,"30,536,981.00",9.40
DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Financials,0.04,"30,537,849.55",47.05
FDP,FRESH DEL MONTE PRODUCE INC,Consumer Staples,0.04,"30,497,870.16",35.78
WINA,WINMARK CORP,Consumer Discretionary,0.04,"30,367,562.40",410.04
CMPR,CIMPRESS PLC,Industrials,0.04,"30,355,722.00",69.00
WABC,WESTAMERICA BANCORPORATION,Financials,0.04,"30,288,448.32",48.98
CDRE,CADRE HOLDINGS INC,Industrials,0.04,"30,228,755.00",41.90
PD,PAGERDUTY INC,Information Technology,0.04,"30,211,840.56",13.53
THS,TREEHOUSE FOODS INC,Consumer Staples,0.04,"30,197,801.60",23.68
KW,KENNEDY WILSON HOLDINGS INC,Real Estate,0.04,"30,191,290.32",9.78
RLAY,RELAY THERAPEUTICS INC,Health Care,0.04,"30,059,720.03",8.41
ORKA,ORUKA THERAPEUTICS INC,Health Care,0.04,"29,992,497.90",30.90
WS,WORTHINGTON STEEL INC,Materials,0.04,"29,928,566.94",35.61
LFST,LIFESTANCE HEALTH GROUP INC,Health Care,0.04,"29,930,942.08",7.12
SAFT,SAFETY INSURANCE GROUP INC,Financials,0.04,"29,841,648.31",78.83
UNIT,UNITI GROUP INC,Communication,0.04,"29,645,969.97",7.01
OUST,OUSTER INC,Information Technology,0.04,"29,611,663.46",21.38
TRVI,TREVI THERAPEUTICS INC,Health Care,0.04,"29,603,815.80",12.82
STAA,STAAR SURGICAL,Health Care,0.04,"29,597,303.12",23.38
OBK,ORIGIN BANCORP INC,Financials,0.04,"29,586,345.65",38.27
PCRX,PACIRA BIOSCIENCES INC,Health Care,0.04,"29,497,678.84",26.06
CAPR,CAPRICOR THERAPEUTICS INC,Health Care,0.04,"29,401,319.56",30.04
FIHL,FIDELIS INSURANCE HOLDINGS LTD,Financials,0.04,"29,393,124.96",19.56
UCTT,ULTRA CLEAN HOLDINGS INC,Information Technology,0.04,"29,372,904.03",25.89
NVTS,NAVITAS SEMICONDUCTOR CORP,Information Technology,0.04,"29,134,168.00",7.21
VRE,VERIS RESIDENTIAL INC,Real Estate,0.04,"29,125,223.88",15.01
TRS,TRIMAS CORP,Materials,0.04,"29,094,005.04",35.94
PBI,PITNEY BOWES INC,Industrials,0.04,"29,090,582.20",10.70
TWO,TWO HARBORS INVESTMENT CORP,Financials,0.04,"29,025,876.84",10.59
OCFC,OCEANFIRST FINANCIAL CORP,Financials,0.04,"29,009,988.63",19.59
XERS,XERIS BIOPHARMA HOLDINGS INC,Health Care,0.04,"28,998,732.75",7.43
PCT,PURECYCLE TECHNOLOGIES INC,Materials,0.04,"28,998,828.61",8.81
ECVT,ECOVYST INC,Materials,0.04,"28,962,913.08",9.96
BFC,BANK FIRST CORP,Financials,0.04,"28,898,590.14",125.49
CSR,CENTERSPACE,Real Estate,0.04,"28,889,892.85",67.73
THRM,GENTHERM INC,Consumer Discretionary,0.04,"28,827,178.20",37.35
PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,Financials,0.04,"28,820,741.67",12.53
CRI,CARTERS INC,Consumer Discretionary,0.04,"28,800,878.40",31.80
HLIT,HARMONIC INC,Information Technology,0.04,"28,719,441.81",9.99
CMPO,COMPOSECURE INC CLASS A,Information Technology,0.04,"28,454,805.61",19.39
CSTL,CASTLE BIOSCIENCES INC,Health Care,0.04,"28,405,483.26",39.27
VITL,VITAL FARMS INC,Consumer Staples,0.04,"28,393,518.78",32.51
SEZL,SEZZLE INC,Financials,0.04,"28,354,748.84",68.06
PWP,PERELLA WEINBERG PARTNERS CLASS A,Financials,0.04,"28,340,697.25",17.75
RLJ,RLJ LODGING TRUST REIT,Real Estate,0.04,"28,276,597.83",7.67
WGO,WINNEBAGO INDUSTRIES INC,Consumer Discretionary,0.04,"28,230,855.90",40.65
USAR,USA RARE EARTH INC CLASS A,Materials,0.04,"28,173,946.70",12.70
PGY,PAGAYA TECHNOLOGIES LTD CLASS A,Information Technology,0.04,"28,104,523.65",21.57
GIII,G III APPAREL GROUP LTD,Consumer Discretionary,0.04,"28,002,139.29",29.87
VRTS,VIRTUS INVESTMENT PARTNERS INC,Financials,0.04,"27,870,607.90",164.54
AMPL,AMPLITUDE INC CLASS A,Information Technology,0.04,"27,754,528.62",11.83
PEBO,PEOPLES BANCORP INC,Financials,0.04,"27,686,275.84",30.44
BTDR,BITDEER TECHNOLOGIES GROUP CLASS A,Information Technology,0.04,"27,607,888.00",11.00
OMER,OMEROS CORP,Health Care,0.04,"27,566,199.97",16.57
ORC,ORCHID ISLAND CAPITAL INC,Financials,0.04,"27,437,567.00",7.25
BHVN,BIOHAVEN LTD,Health Care,0.04,"27,419,351.58",11.54
BORR,BORR DRILLING LTD,Energy,0.04,"27,332,101.35",4.05
AMLX,AMYLYX PHARMACEUTICALS INC,Health Care,0.04,"27,299,261.20",12.19
CIM,CHIMERA INVESTMENT CORP,Financials,0.04,"27,269,121.85",12.77
PAX,PATRIA INVESTMENTS LTD CLASS A,Financials,0.04,"27,201,828.48",16.08
MIAX,MIAMI INTERNATIONAL HOLDINGS INC,Financials,0.04,"27,133,158.57",46.13
XNCR,XENCOR INC,Health Care,0.04,"27,105,725.66",15.17
COHU,COHU INC,Information Technology,0.04,"27,061,980.05",23.45
CCOI,COGENT COMMUNICATIONS HOLDINGS INC,Communication,0.04,"27,054,033.50",21.95
PENG,PENGUIN SOLUTIONS INC,Information Technology,0.04,"26,994,180.00",20.00
PDM,PIEDMONT REALTY TRUST INC CLASS A,Real Estate,0.04,"26,969,738.90",8.39
DHC,DIVERSIFIED HEALTHCARE TRUST,Real Estate,0.04,"26,880,112.27",4.73
NNE,NANO NUCLEAR ENERGY INC,Industrials,0.04,"26,850,883.78",26.42
COUR,COURSERA INC,Consumer Discretionary,0.04,"26,812,182.72",7.44
AHCO,ADAPTHEALTH CORP,Health Care,0.04,"26,500,874.13",10.17
AAT,AMERICAN ASSETS TRUST REIT INC,Real Estate,0.04,"26,492,255.64",19.08
FIGS,FIGS INC CLASS A,Consumer Discretionary,0.03,"26,266,313.07",11.61
ASTE,ASTEC INDUSTRIES INC,Industrials,0.03,"26,249,538.40",45.20
VTOL,BRISTOW GROUP INC,Energy,0.03,"26,208,109.20",36.40
DLX,DELUXE CORP,Industrials,0.03,"26,191,067.85",22.95
EVLV,EVOLV TECHNOLOGIES HOLDINGS INC CL,Information Technology,0.03,"26,158,605.75",6.75
JBGS,JBG SMITH PROPERTIES,Real Estate,0.03,"26,104,986.66",17.02
MFA,MFA FINANCIAL INC,Financials,0.03,"26,094,226.80",9.64
ASTH,ASTRANA HEALTH INC,Health Care,0.03,"26,031,335.80",25.18
BLFS,BIOLIFE SOLUTIONS INC,Health Care,0.03,"25,997,215.52",25.12
NVAX,NOVAVAX INC,Health Care,0.03,"25,873,647.80",6.82
JAMF,JAMF HOLDING CORP,Information Technology,0.03,"25,786,202.00",13.00
CLOV,CLOVER HEALTH INVESTMENTS CORP CLA,Health Care,0.03,"25,766,649.44",2.48
DNTH,DIANTHUS THERAPEUTICS INC,Health Care,0.03,"25,741,095.98",41.62
SCL,STEPAN,Materials,0.03,"25,678,557.62",47.21
TMP,TOMPKINS FINANCIAL CORP,Financials,0.03,"25,656,520.24",73.84
OSBC,OLD SECOND BANCORP INC,Financials,0.03,"25,657,161.09",19.79
GRC,GORMAN-RUPP,Industrials,0.03,"25,585,027.92",49.23
WTTR,SELECT WATER SOLUTIONS INC CLASS A,Energy,0.03,"25,582,774.10",10.66
CDNA,CAREDX INC,Health Care,0.03,"25,553,702.40",19.20
SDGR,SCHRODINGER INC,Health Care,0.03,"25,526,025.04",17.84
IMKTA,INGLES MARKETS INC CLASS A,Consumer Staples,0.03,"25,407,185.93",69.67
NPKI,NPK INTERNATIONAL INC,Industrials,0.03,"25,237,429.80",12.10
RPD,RAPID7 INC,Information Technology,0.03,"25,220,529.94",15.41
GBTG,GLOBAL BUSINESS TRAVEL GROUP INC C,Consumer Discretionary,0.03,"25,215,171.64",7.69
PNTG,PENNANT GROUP INC,Health Care,0.03,"25,166,153.10",29.23
PRKS,UNITED PARKS AND RESORTS INC,Consumer Discretionary,0.03,"25,149,213.75",36.31
EIG,EMPLOYERS HOLDINGS INC,Financials,0.03,"25,140,879.00",43.38
SMA,SMARTSTOP SELF STORAGE REIT INC,Real Estate,0.03,"25,096,468.75",31.25
UVSP,UNIVEST FINANCIAL CORP,Financials,0.03,"24,992,656.89",33.27
GCT,GIGACLOUD TECHNOLOGY INC CLASS A,Consumer Discretionary,0.03,"24,959,431.41",39.79
AMPH,AMPHASTAR PHARMACEUTICALS INC,Health Care,0.03,"24,695,048.79",26.79
PHR,PHREESIA INC,Health Care,0.03,"24,665,810.00",17.00
AMRC,AMERESCO INC CLASS A,Industrials,0.03,"24,657,339.86",30.07
REX,REX AMERICAN RESOURCES CORP,Energy,0.03,"24,568,464.39",33.27
LILAK,LIBERTY LATIN AMERICA LTD CLASS C,Communication,0.03,"24,362,882.94",7.59
GO,GROCERY OUTLET HOLDING CORP,Consumer Staples,0.03,"24,355,906.80",10.20
BY,BYLINE BANCORP INC,Financials,0.03,"24,329,117.34",29.53
SAH,SONIC AUTOMOTIVE INC CLASS A,Consumer Discretionary,0.03,"24,289,019.36",63.74
KOD,KODIAK SCIENCES INC,Health Care,0.03,"24,280,174.89",28.81
UPB,UPSTREAM BIO INC,Health Care,0.03,"24,117,909.48",28.83
ANAB,ANAPTYSBIO INC,Health Care,0.03,"23,997,548.52",50.91
NAVI,NAVIENT CORP,Financials,0.03,"23,990,471.46",12.86
PDFS,PDF SOLUTIONS INC,Information Technology,0.03,"23,954,359.68",29.76
ESRT,EMPIRE STATE REALTY REIT INC TRUST,Real Estate,0.03,"23,927,177.88",6.57
CRMD,CORMEDIX INC,Health Care,0.03,"23,929,764.89",12.73
NESR,NATIONAL ENERGY SERVICES REUNITED,Energy,0.03,"23,907,231.58",15.23
NTLA,INTELLIA THERAPEUTICS INC,Health Care,0.03,"23,797,068.52",9.14
UPBD,UPBOUND GROUP INC,Consumer Discretionary,0.03,"23,761,884.07",17.77
SBSI,SOUTHSIDE BANCSHARES INC,Financials,0.03,"23,659,781.25",31.25
CTBI,COMMUNITY TRUST BANCORP INC,Financials,0.03,"23,616,772.92",57.72
PLYM,PLYMOUTH INDUSTRIAL REIT INC,Real Estate,0.03,"23,584,088.10",21.90
SFL,SFL LTD,Energy,0.03,"23,519,343.50",7.75
TNGX,TANGO THERAPEUTICS INC,Health Care,0.03,"23,515,773.75",8.75
BV,BRIGHTVIEW HOLDINGS INC,Industrials,0.03,"23,507,594.88",12.76
MSEX,MIDDLESEX WATER,Utilities,0.03,"23,437,166.40",51.40
SCSC,SCANSOURCE INC,Information Technology,0.03,"23,122,179.84",39.84
ROOT,ROOT INC CLASS A,Financials,0.03,"23,094,142.00",74.00
ESPR,ESPERION THERAPEUTICS INC,Health Care,0.03,"23,036,552.77",3.89
BBSI,BARRETT BUSINESS SERVICES INC,Industrials,0.03,"23,028,736.50",36.90
JBI,JANUS INTERNATIONAL GROUP INC,Industrials,0.03,"22,979,890.44",6.66
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Financials,0.03,"22,852,906.80",34.15
SVRA,SAVARA INC,Health Care,0.03,"22,806,597.54",6.33
LPG,DORIAN LPG LTD,Energy,0.03,"22,753,227.11",24.17
FMBH,FIRST MID BANCSHARES INC,Financials,0.03,"22,742,278.46",39.72
CXM,SPRINKLR INC CLASS A,Information Technology,0.03,"22,737,421.20",7.80
DEA,EASTERLY GOVERNMENT PROPERTIES INC,Real Estate,0.03,"22,706,147.72",21.26
MBIN,MERCHANTS BANCORP,Financials,0.03,"22,561,706.42",33.43
ALH,ALLIANCE LAUNDRY HOLDINGS INC,Industrials,0.03,"22,405,838.00",21.50
LGIH,LGI HOMES INC,Consumer Discretionary,0.03,"22,379,522.55",43.23
HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy,0.03,"22,362,301.28",6.28
WMK,WEIS MARKETS INC,Consumer Staples,0.03,"22,361,279.50",64.82
MBX,MBX BIOSCIENCES INC,Health Care,0.03,"22,314,287.58",31.07
RHLD,RESOLUTE HOLDINGS MANAGEMENT INC,Industrials,0.03,"22,303,773.24",205.99
GLDD,GREAT LAKES DREDGE AND DOCK CORP,Industrials,0.03,"22,231,092.96",13.14
DEC,DIVERSIFIED ENERGY COMPANY PLC,Energy,0.03,"22,209,412.50",14.41
DRVN,DRIVEN BRANDS HOLDINGS INC,Consumer Discretionary,0.03,"22,078,994.75",14.75
MEG,MONTROSE ENVIRONMENTAL GRP INC,Industrials,0.03,"22,045,475.64",26.23
AMPX,AMPRIUS TECHNOLOGIES INC,Industrials,0.03,"22,037,526.72",7.92
CFFN,CAPITOL FEDERAL FINANCIAL INC,Financials,0.03,"22,010,166.24",7.01
BBUC,BROOKFIELD BUSINESS CORP CLASS A,Industrials,0.03,"22,002,801.25",36.95
MAZE,MAZE THERAPEUTICS INC,Health Care,0.03,"21,954,864.85",40.55
INVX,INNOVEX INTERNATIONAL INC,Energy,0.03,"21,893,262.60",22.20
FUBO,FUBOTV INC CLASS A,Communication,0.03,"21,827,210.46",2.57
URGN,UROGEN PHARMA LTD,Health Care,0.03,"21,803,028.17",23.33
FBRT,FRANKLIN BSP REALTY TRUST INC,Financials,0.03,"21,739,870.68",10.34
TE,T1 ENERGY INC,Industrials,0.03,"21,694,797.84",6.42
RAPP,RAPPORT THERAPEUTICS INC,Health Care,0.03,"21,632,743.00",30.25
IOVA,IOVANCE BIOTHERAPEUTICS INC,Health Care,0.03,"21,600,241.38",2.79
HFWA,HERITAGE FINANCIAL CORP,Financials,0.03,"21,582,740.46",24.34
IART,INTEGRA LIFESCIENCES HOLDINGS CORP,Health Care,0.03,"21,524,059.44",12.61
BHRB,BURKE HERBERT FINANCIAL SERVICES C,Financials,0.03,"21,386,414.40",62.80
IDT,IDT CORP CLASS B,Communication,0.03,"21,390,758.20",51.80
ALIT,ALIGHT INC CLASS A,Industrials,0.03,"21,370,570.52",1.94
AMC,AMC ENTERTAINMENT HOLDINGS INC CLA,Communication,0.03,"21,323,133.51",1.63
HBNC,HORIZON BANCORP INC,Financials,0.03,"21,324,625.92",17.28
KURA,KURA ONCOLOGY INC,Health Care,0.03,"21,289,785.00",10.45
LMB,LIMBACH HOLDINGS INC,Industrials,0.03,"21,224,109.42",78.69
FWRG,FIRST WATCH RESTAURANT GROUP INC,Consumer Discretionary,0.03,"21,211,574.71",15.43
EXPI,EXP WORLD HOLDINGS INC,Real Estate,0.03,"21,191,611.86",9.26
YEXT,YEXT INC,Information Technology,0.03,"21,182,738.35",8.15
UTL,UNITIL CORP,Utilities,0.03,"21,015,826.44",48.93
MDXG,MIMEDX GROUP INC,Health Care,0.03,"20,751,607.57",6.91
BJRI,BJS RESTAURANTS INC,Consumer Discretionary,0.03,"20,649,737.33",39.77
HAFC,HANMI FINANCIAL CORP,Financials,0.03,"20,606,833.17",27.51
CVI,CVR ENERGY INC,Energy,0.03,"20,522,956.41",26.01
AMAL,AMALGAMATED FINANCIAL CORP,Financials,0.03,"20,392,102.26",33.06
NBN,NORTHEAST BANK,Financials,0.03,"20,360,545.80",105.90
ALNT,ALLIENT INC,Industrials,0.03,"20,307,231.70",55.45
NBBK,NB BANCORP INC,Financials,0.03,"20,301,629.74",20.39
QNST,QUINSTREET INC,Communication,0.03,"20,227,800.84",14.43
MATW,MATTHEWS INTERNATIONAL CORP CLASS,Consumer Discretionary,0.03,"20,211,159.00",26.76
RCAT,RED CAT HOLDINGS INC,Information Technology,0.03,"20,203,290.69",7.81
PGEN,PRECIGEN INC,Health Care,0.03,"20,182,574.50",4.45
IRMD,IRADIMED CORP,Health Care,0.03,"20,174,415.66",97.74
TRST,TRUSTCO BANK CORP,Financials,0.03,"20,134,882.80",42.48
PRCH,PORCH GROUP INC,Information Technology,0.03,"20,105,733.12",9.12
SAFE,SAFEHOLD INC,Real Estate,0.03,"20,086,393.92",13.76
MBWM,MERCANTILE BANK CORP,Financials,0.03,"20,051,684.40",48.40
UFCS,UNITED FIRE GROUP INC,Financials,0.03,"20,047,093.35",36.51
EPC,EDGEWELL PERSONAL CARE,Consumer Staples,0.03,"20,001,234.22",17.38
AMWD,AMERICAN WOODMARK CORP,Industrials,0.03,"19,970,755.00",54.55
APOG,APOGEE ENTERPRISES INC,Industrials,0.03,"19,866,401.28",36.72
ARVN,ARVINAS INC,Health Care,0.03,"19,846,784.30",11.90
SIBN,SI BONE INC,Health Care,0.03,"19,770,250.77",20.17
VSTS,VESTIS CORP,Industrials,0.03,"19,759,312.76",6.71
AIV,APARTMENT INVESTMENT AND MANAGEMEN,Real Estate,0.03,"19,696,409.95",5.95
EVER,EVERQUOTE INC CLASS A,Communication,0.03,"19,662,309.48",26.69
SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,0.03,"19,614,755.16",37.18
PAHC,PHIBRO ANIMAL HEALTH CORP CLASS A,Health Care,0.03,"19,603,225.18",37.73
CCNE,CNB FINANCIAL CORP,Financials,0.03,"19,590,971.99",26.63
BFST,BUSINESS FIRST BANCSHARES INC,Financials,0.03,"19,447,087.83",26.57
CLB,CORE LABORATORIES INC,Energy,0.03,"19,439,102.90",16.30
HTBK,HERITAGE COMMERCE CORP,Financials,0.03,"19,427,513.04",12.42
BRSP,BRIGHTSPIRE CAPITAL INC CLASS A,Financials,0.03,"19,402,780.60",5.80
AXL,AMERICAN AXLE AND MANUFACTURING HO,Consumer Discretionary,0.03,"19,372,292.84",6.47
UTZ,UTZ BRANDS INC CLASS A,Consumer Staples,0.03,"19,333,058.43",10.43
GLUE,MONTE ROSA THERAPEUTICS INC,Health Care,0.03,"19,307,584.92",16.12
NBR,NABORS INDUSTRIES LTD,Energy,0.03,"19,309,150.90",53.30
RIGL,RIGEL PHARMACEUTICALS INC,Health Care,0.03,"19,290,922.44",43.08
FG,F&G ANNUITIES AND LIFE INC,Financials,0.03,"19,130,912.55",32.31
SNCY,SUN COUNTRY AIRLINES HOLDINGS INC,Industrials,0.03,"19,105,547.28",14.37
FLNG,FLEX LNG LTD,Energy,0.03,"19,105,638.18",24.74
ESQ,ESQUIRE FINANCIAL HOLDINGS INC,Financials,0.03,"19,095,908.40",104.40
TDAY,USA TODAY INC,Communication,0.03,"19,041,841.72",5.26
FIZZ,NATIONAL BEVERAGE CORP,Consumer Staples,0.03,"19,020,008.73",32.19
PLOW,DOUGLAS DYNAMICS INC,Industrials,0.03,"18,997,432.06",33.34
METC,RAMACO RESOURCES INC CLASS A,Materials,0.03,"18,976,536.73",18.23
AMTB,AMERANT BANCORP INC CLASS A,Financials,0.03,"18,957,052.99",20.03
CNNE,CANNAE HOLDINGS INC,Financials,0.03,"18,951,975.98",15.77
AESI,ATLAS ENERGY SOLUTIONS INC,Energy,0.03,"18,930,393.72",9.54
THFF,FIRST FINANCIAL CORPORATION CORP,Financials,0.03,"18,933,985.20",61.61
GERN,GERON CORP,Health Care,0.03,"18,923,093.49",1.37
CPF,CENTRAL PACIFIC FINANCIAL CORP,Financials,0.03,"18,885,323.82",32.01
RWT,REDWOOD TRUST REIT INC,Financials,0.03,"18,858,779.50",5.50
PUMP,PROPETRO HOLDING CORP,Energy,0.03,"18,833,988.08",9.26
MCB,METROPOLITAN BANK HOLDING CORP,Financials,0.03,"18,830,744.46",77.51
BFLY,BUTTERFLY NETWORK INC CLASS A,Health Care,0.03,"18,818,873.00",3.80
CAC,CAMDEN NATIONAL CORP,Financials,0.03,"18,788,278.76",44.36
LQDT,LIQUIDITY SERVICES INC,Industrials,0.03,"18,791,340.48",31.68
FOXF,FOX FACTORY HOLDING CORP,Consumer Discretionary,0.03,"18,777,085.14",17.61
BBW,BUILD A BEAR WORKSHOP INC,Consumer Discretionary,0.02,"18,722,373.90",59.30
LINC,LINCOLN EDUCATIONAL SERVICES CORP,Consumer Discretionary,0.02,"18,675,992.65",24.85
JBIO,JADE BIOSCIENCES INC,Health Care,0.02,"18,670,744.68",16.22
PVLA,PALVELLA THERAPEUTICS INC,Health Care,0.02,"18,653,363.19",101.15
ZBIO,ZENAS BIOPHARMA INC,Health Care,0.02,"18,630,169.25",39.05
DAKT,DAKTRONICS INC,Information Technology,0.02,"18,626,232.52",19.06
NEXT,NEXTDECADE CORP,Energy,0.02,"18,609,545.22",5.41
HRTG,HERITAGE INSURANCE HOLDINGS INC,Financials,0.02,"18,581,044.02",29.54
DAWN,DAY ONE BIOPHARMACEUTICALS INC,Health Care,0.02,"18,460,642.82",9.37
INBX,INHIBRX BIOSCIENCES INC,Health Care,0.02,"18,445,970.46",79.27
PFBC,PREFERRED BANK,Financials,0.02,"18,327,451.04",99.04
HTB,HOMETRUST BANCSHARES INC,Financials,0.02,"18,272,825.06",43.43
CBL,CBL ASSOCIATES PROPERTIES INC,Real Estate,0.02,"18,229,265.10",37.35
ABUS,ARBUTUS BIOPHARMA CORP,Health Care,0.02,"18,220,545.20",4.72
AMSF,AMERISAFE INC,Financials,0.02,"18,213,548.34",38.37
TBPH,THERAVANCE BIOPHARMA INC,Health Care,0.02,"18,199,871.85",18.71
CMRE,COSTAMARE INC,Industrials,0.02,"18,200,189.40",15.90
PRSU,PURSUIT ATTRACTIONS AND HOSPITALIT,Consumer Discretionary,0.02,"18,084,354.03",33.69
